IdInstitucional;NOMBRE;DOMIC;Tur 4 a 7;TELEF;LOCALIDAD;CP;SECTOR;PROVINCIA;DISTRITO;UBICACION;e-mail EGB;Observaciones
142;ESC. 05 AGUSTIN ALVAREZ;HUMBERTO Iº 1573;MT;304-0102;CIUDAD DE BS AS;1103;OFICIAL;CIUDAD DE BS AS;03;CIUDAD DE BS AS;;
143;ESC. 07 GRAL.GUEMES;CARLOS CALVO 1140;MT;305-2218;CIUDAD DE BS AS;1102;OFICIAL;CIUDAD DE BS AS;03;CIUDAD DE BS AS;;
144;ESC. 13 PROVINCIA DE SANTIAGO DEL ESTERO;CHILE 1371;MT;4383-6001;CIUDAD DE BS AS;1098;OFICIAL;CIUDAD DE BS AS;03;CIUDAD DE BS AS;1003508@hotmail.com;
145;ESC. 14 GRAL MARIANO NECOCHEA;PTE LUIS SAENZ PEÑA 463;JC;383-9105;CIUDAD DE BS AS;1110;OFICIAL;CIUDAD DE BS AS;03;CIUDAD DE BS AS;;
146;ESC. 15 FRANCISCO NARCISO LAPRIDA;MEXICO NRO.2383;MT;825-5465;CIUDAD DE BS AS;1222;OFICIAL;CIUDAD DE BS AS;03;CIUDAD DE BS AS;;
148;ESC. 22 C.PELLEGRINI;ENTRE RIOS 1359;MT;304-7365;CIUDAD DE BS AS;1133;OFICIAL;CIUDAD DE BS AS;03;CIUDAD DE BS AS;pm22de03@yahoo.com.ar;
149;HOGAR DEL PINO;CONSTITUCION 1650;M;305-0162;CIUDAD DE BS AS;1151;PRIVADO;CIUDAD DE BS AS;03;CIUDAD DE BS AS;;
150;MARIA AUXILIADORA;GARAY 556;M;361-5701;CIUDAD DE BS AS;1154;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
151;MARIA AUXILIADORA;PALOS 560;M;3011178;CIUDAD DE BS AS;1160;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
152;SAN PEDRO;BENITO QUINQUELA MARTIN 1151;M;301-3261;CIUDAD DE BS AS;1167;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
153;WILLIAM C.MORRIS;OLAVARRIA 677;JC;301-1606;CIUDAD DE BS AS;1162;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
154;MADRE DE LOS EMIGRANTES;NECOCHEA 330;M;361-7689/659;CIUDAD DE BS AS;1158;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
155;ESC. 03 JUAN MARIA GUTIERREZ;ROCHA 1226;JC;301-1020;CIUDAD DE BS AS;1166;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
156;ESC. 10 GRAL. ARAOZ DE LAMADRID;LAMADRID 499;JC;301-3312;CIUDAD DE BS AS;1166;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
157;ESC. 14 AGUSTIN R.CAFFARENA;NECOCHEA 1136;JC;3014098;CIUDAD DE BS AS;1158;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
158;ESC. 19 REPUBLICA ITALIANA;RIO CUARTO 1249;JC;301-0301;CIUDAD DE BS AS;1168;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
159;ESC. 22 DR.GUILLERMO RAWSON;HUMBERTO 1º 343;JC;361-1431;CIUDAD DE BS AS;1103;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
160;ESC. 28 FRANCISCO P.MORENO;JOSE AARON SALMUN FEIJOO 1073;JC;301-9421;CIUDAD DE BS AS;1274;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
161;ESC. 02  CARLOS VIGNALE;WENCESLAO VILLAFAÑE 453;MT;3625614;CIUDAD DE BS AS;1160;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
162;ESC. 04 JOSE JACINTO BERRUTI;QUINQUELA MARTIN 1081;MT;4301-2226;CIUDAD DE BS AS;1271;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
163;ESC. 24 PRESIDENTE DERQUI;CALIFORNIA 1925;MT;3015133;CIUDAD DE BS AS;1289;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
164;ESC. 09 PEDRO DE MENDOZA;PEDRO DE MENDOZA 1835;T;301-1357;CIUDAD DE BS AS;1169;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
165;NORMAL SUPERIOR Nº 03 BERNARDINO RIVADAVIA;BOLIVAR 1235;MT;4361-0417/0424/8965;CIUDAD DE BS AS;1141;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
166;CELIA MARTINEZ VARELA;AV.PASEO COLON 465;M;331-1300;CIUDAD DE BS AS;1063;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
167;SAN FRANCISCO;MORENO 343;M;343-1933;CIUDAD DE BS AS;1091;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
168;ZACCARIA;MONTES DE OCA 1844;MT;301-9016;CIUDAD DE BS AS;1271;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
169;HOGAR INFANCIA DE LA BOCA;MARTIN RODRIGUEZ 864;M;301-4494;CIUDAD DE BS AS;1159;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
170;ELIAS SULI;W.VILLAFAÑE 1539;M;362-7222;CIUDAD DE BS AS;1295;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
171;ESC. 13 REPUBLICA DE CHILE;SUAREZ 1145;JC;301-0912;CIUDAD DE BS AS;1162;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
172;ESC. 01  ALMIRANTE BROWN;ARISTOBULO DEL VALLE 471;JC;3621550;CIUDAD DE BS AS;1161;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
173;ESC. 21 HIPOLITO VIEYTES;PERU 946;MT;362-8688;CIUDAD DE BS AS;1068;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
174;SANTA FELICITAS;PINZON 1480;M;3028052;CIUDAD DE BS AS;1287;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
175;SAN JUAN EVANGELISTA;OLAVARRIA 486;M;301-1155;CIUDAD DE BS AS;1162;PRIVADO;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
176;ESC. 18 PROVINCIA DE LA RIOJA;HERNANDARIAS 556;JC;362-6621;CIUDAD DE BS AS;1064;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
177;ESC. 26 HIPOLITO YRIGOYEN;SAN JUAN 353;JC;361-1942;CIUDAD DE BS AS;1147;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
178;ESC. 27 DEAN FUNES;DEFENSA 1431;JC;362-0200;CIUDAD DE BS AS;1143;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
179;ESC. 08 CARLOS DELLA PENNA;PASAJE BRAUN MENENDEZ 260;MT;4361-7943;CIUDAD DE BS AS;1156;OFICIAL;CIUDAD DE BS AS;04;CIUDAD DE BS AS;;
180;TIEMPO EDUCATIVO;GENERAL HORNOS 882;M;307-7214;CIUDAD DE BS AS;1291;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;informes@tiempoeducativo.com/tiempoeducativo@yahoo.com.ar;
181;SAGRADO CORAZON;V.SARSFIELD 1351;T;301-9375/014;CIUDAD DE BS AS;1285;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;sagradobarracas@educ.ar;
182;SANTA CATALINA;PIEDRAS 1572/7;M;300-1731;CIUDAD DE BS AS;1140;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;marianacollico@ciudad.com.ar;Contacto Maria Teresa, Vicedirectora. Solo literatua
183;FELICIA RAMON DE PALACIOS;BRASIL 882;M;300-0730;CIUDAD DE BS AS;1154;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
184;N. SEÑORA DEL BUEN CONSEJO;SANTA MARIA DEL BUEN AIRE 953;M;3011780;CIUDAD DE BS AS;1277;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;biblioteca@colegiobuenconsejo.com.ar;
185;LA INMACULADA;AV.CASEROS 2776;M;4911-4096;CIUDAD DE BS AS;1264;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;inmaculada@advancedsl.com.ar;
186;NUESTRA SEÑORA DE LA DIVINA PROVIDENCIA;CACHI 724;MT;911-2651;CIUDAD DE BS AS;1437;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;direccionprovidencia@datafull.com;
187;SAN VICENTE DE PAUL;A EINSTEIN 599;T;911-0783;CIUDAD DE BS AS;1437;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;sanvicentedepaul@infovia.com.ar;
188;SANTA ELISA;SALTA 2290;M;305-3613;CIUDAD DE BS AS;1137;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;institutosantaelisa@tutopia.com/santaelisa@tutopia.com;
189;PARROQUIAL SANTA LUCIA;ISABEL LA CATOLICA 211;MT;362-6061;CIUDAD DE BS AS;1268;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
190;BARRACAS;ITUZAINGO 831;T;3071275;CIUDAD DE BS AS;1272;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
191;ESC. 01  REPUBLICA DE BOLIVIA;GRAL.HORNOS 530;JC;307-7347;CIUDAD DE BS AS;1272;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
192;ESC. 20 NIEVES ESCALADA DE OROMI;SAN ANTONIO 682;JC;3011867;CIUDAD DE BS AS;1276;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
193;ESC. 23 LORENZO ANADON;TRAFUL 3847;JC;911-3154;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
194;ESC. 25 MARCOS PAZ;AV.AMANCIO ALCORTA 2502;JC;942-1086;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
195;ESC. 27 MANUEL DE SARRATEA;VIEYTES 1469;JC;3010126;CIUDAD DE BS AS;1275;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
196;ESC. 03  BERNARDO DE IRIGOYEN;AV.MONTES DE OCA 439;MT;307-6979;CIUDAD DE BS AS;1270;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
197;ESC. 04 TOMAS ESPORA;SOLIS 1815;MT;4304-8692;CIUDAD DE BS AS;1134;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;esc4de5@yahoo.com.ar;
198;ESC. 07 JUAN DE GARAY;CASEROS 734;MT;3077801;CIUDAD DE BS AS;1152;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;aramuifa@yahoo.com.ar;
199;ESC. 14 PROVINCIA DE SAN LUIS;CACHI 77;MT;901-5517;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;esc14de551@hotmail.com;
200;ESC. 17 PEDRO HELIZON LEDESMA;TRAFUL 3835;JC;4911-8654;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
201;NORMAL SUPERIOR Nº  05 GRAL. MARTIN MIGUEL GUEMES;ARCAMENDIA 743;MT;301-9690;CIUDAD DE BS AS;1274;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
202;ESC. 13 FRAY MAMERTO ESQUIU;SALOM 332;JC;301-2398;CIUDAD DE BS AS;1277;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;pride13@buenosaires.esc.edu.ar;
203;ESC. 16 SABINA BOVE DE BOZZALLA;AMANCIO ALCORTA 3402;JC;911-6555;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
204;ESC. 19 PROVINCIA DE FORMOSA;ELIA 473;JC;911-2694;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
205;ESC. 26 MIGUEL DE AZCUENAGA;PICHINCHA NRO.1873;JC;941-3698;CIUDAD DE BS AS;1249;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
206;ESC. 08 CARLOS VERGARA;AV.AMANCIO ALCORTA 1934;MT;301-0574;CIUDAD DE BS AS;1283;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
207;ESC. 09 JOSE PEDRO VARELA;LUZURIAGA 1575;MT;3014774;CIUDAD DE BS AS;1279;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;jpvarela@elsitio.net;
208;ESC. 15 ARZ. M. ANTONIO ESPINOSA;MONTES DE OCA 807;MT;302-2208;CIUDAD DE BS AS;1270;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
209;SANTA MARIA DEL ROSARIO;HERRERA 575;M;307-5042;CIUDAD DE BS AS;1259;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;txarito_naya@interlap.com.ar;
210;INMACULADA CONCEPCION;POMAR 3656;M;911-1773;CIUDAD DE BS AS;1437;PRIVADO;CIUDAD DE BS AS;05;CIUDAD DE BS AS;a466_primario@velocom.com.ar;
211;ESC. 02  PATRICIOS;ALMAFUERTE Y USPALLATA 1437;JC;911-1082;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
212;ESC. 18 JUAN ENRIQUE PEZTALOSI;CASEROS 2152;JC;304-2939;CIUDAD DE BS AS;1264;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
213;ESC. 06 TOMAS GUIDO;SAN JOSE 1985;MT;304-8350;CIUDAD DE BS AS;1136;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
214;ESC. 11 REPUBLICA DE HAITI;CAFAYETTE 1879;MT;301-2148;CIUDAD DE BS AS;1286;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;pri11de05@buenosaires.edu.ar;
215;ESC. 24 CONTRALMIRANTE MARTIN GUERRICO;LYNCH 3536;MT;4911-8165;CIUDAD DE BS AS;1437;OFICIAL;CIUDAD DE BS AS;05;CIUDAD DE BS AS;;
216;GENERACION DEL FUTURO;CASTRO 1169 / CARLOS CALVO 3850;T;957-6344;CIUDAD DE BS AS;1237;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;gfuturo2000@yahoo.com.ar;
217;MATER TER ADMIRABILIS;24 DE NOVIEMBRE 827;M;931-0608;CIUDAD DE BS AS;1224;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;biblioteca@colegiomater.edu.ar;Ver a Andrea Busso
218;SAN FRANCISCO DE SALES;HIPOLITO YRIGOYEN 3900;M;9825400;CIUDAD DE BS AS;1208;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;sfsales@ciudad.com.ar;
219;MARIA AUXILIADORA;YAPEYU 132;M;4981-7081;CIUDAD DE BS AS;1202;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;almagroegb@speedy.com.ar;
220;NUESTRA SEÑORA DE LUJAN;AV.JUJUY NRO.2179;MT;9420559;CIUDAD DE BS AS;1247;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
221;SAN VICENTE DE PAUL;24 DE NOVIEMBRE 1665;M;910286;CIUDAD DE BS AS;1242;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;sanvicentedepaul209@yahoo.com.ar/supaulino@fibertel.com.ar;
222;SAN BARTOLOME;AV.CHICLANA 3659;M;921-4440;CIUDAD DE BS AS;1262;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;sanbartolomeapostol@hotmail.com;
223;SANTA CRUZ;24 DE NOVIEMBRE 900;M;957-3306;CIUDAD DE BS AS;1224;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;santacruzsec@yahoo.com.ar;
224;ISAAC NEWTON;ALBERTI 1626;M;9418842;CIUDAD DE BS AS;1256;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;peterhenrisschool@yahoo.com.ar;
225;ARGENTINO ARABE;HUMBERTO I 3046;M;932-5188;CIUDAD DE BS AS;1231;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
226;ESC. 05 PAUL GROUSSAC;CATAMARCA 462;JC;931-3198;CIUDAD DE BS AS;1213;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri05devi@yahoo.com.ar;
227;ESC. 07 OLEGARIO V ANDRADE;24 DE NOVIEMBRE 1536;JC;941-2966;CIUDAD DE BS AS;1242;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri7devi@yahoo.com.ar;
228;ESC. 10 FRANCISCO DE GURRUCHAGA;JUJUY 1471;JC;9415295;CIUDAD DE BS AS;1247;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri10devi@yahoo.com.ar;
229;ESC. 11 JOSE FEDERICO MORENO;HUMBERTO PRIMO 3171;JC;931-1541;CIUDAD DE BS AS;1231;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
230;ESC. 13 GENERAL ZAPIOLA;GRAL URQUIZA 227;JC;4931-9521;CIUDAD DE BS AS;1215;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri13devi@yahoo.com.ar;
231;ESC. 18 DR ANTONIO BERMEJO;AV BELGRANO 3767;JC;9820257;CIUDAD DE BS AS;1210;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri18devi@yahoo.com.ar;
232;ESC. 01  ESTEBAN DE LUCA;ALSINA 2499;MT;9518758;CIUDAD DE BS AS;1090;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;991698@arnet.com.ar;
233;ESC. 02  JOSE MARIA GUTIERREZ;LA RIOJA 1846;MT;941-3551;CIUDAD DE BS AS;1244;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri02de06@buenosaires.edu.ar;
234;ESC. 04 SALVADOR MARIA DEL CARRIL;QUINTINO BOCAYUVA 620;MT;9319628;CIUDAD DE BS AS;1270;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri04devi@yahoo.com.ar;
235;ESC. 08 ALMAFUERTE;MAZA 1913;MT;922-7220;CIUDAD DE BS AS;1240;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
236;ESC. 17 LUIS J. CHORROARIN;CARLOS CALVO 2827;MT;943-0784;CIUDAD DE BS AS;1230;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri17devi@yahoo.com.ar;
237;ESC. 22 MARTINA SILVA DE GURRUCHAGA;BOEDO 657;MT;9316594;CIUDAD DE BS AS;1218;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri22de06@buenosaires.edu.ar;
238;ESC. 25 PAULA ALBARRACIN DE SARMIENTO;TARIJA 4136;MT;922-5797;CIUDAD DE BS AS;1253;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri25de6@buenosaires.edu.ar;
239;ESC. 94 ENRIQUE BANCHS BERNASCONI;CATULO CASTILLO 2750;MT;9410415;CIUDAD DE BS AS;1262;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
240;NORMAL SUPERIOR Nº 02 MARIANO ACOSTA (13);URQUIZA 277;MT;4931-7981/3913;CIUDAD DE BS AS;1215;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;marcelapirovani@yahoo.com.ar/pirovanimarcela@yahoo;
241;ESC. NORMAL SUPERIOR Nº 08  PTE. JULIO A. ROCA;LA RIOJA 1042;MT;4931-1551;CIUDAD DE BS AS;1221;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;escuelanormal8@yahoo.es;
242;ESC. 15 RAMON L.FALCON;LA RIOJA NRO.660;JC;4931-9843;CIUDAD DE BS AS;1221;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri1506@yahoo.com.ar;
243;ESC. 06 DR GUILLERMO CORREA;SAAVEDRA 695;MT;943-0553;CIUDAD DE BS AS;1229;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
244;ESC. 14 INTENDENTE ALVEAR;CASTRO BARROS 954;MT;931-1524;CIUDAD DE BS AS;1254;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;intal_142004@yahoo.com.ar;
245;SAN CRISTOBAL;JUJUY 1241;M;941-2760;CIUDAD DE BS AS;1247;PRIVADO;CIUDAD DE BS AS;06;CIUDAD DE BS AS;primaria@psancristobal.com.ar;
246;ESC. 03 RUFINO SANCHEZ;LA RIOJA 850;JC;931-4393;CIUDAD DE BS AS;1221;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
247;ESC. 23 PROVINCIA DE ENTRE RIOS;BOEDO 1935;JC;921-1975;CIUDAD DE BS AS;1239;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
248;ESC. 26 REPUBLICA DE COLOMBIA;AV GARAY 3972;JC;921-0566/050;CIUDAD DE BS AS;1256;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri26de6@yahoo.com,inesisla@yahoo.com;
249;ESC. 93 JUAN ANGEL GOLFARINI;CATULO CASTILLO 2750;T;941-1696;CIUDAD DE BS AS;1261;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;;
250;NORMAL SUPERIOR Nº 11 DR.  RICARDO LEVENE;DEAN FUNES 1821;T;941-0186;CIUDAD DE BS AS;1244;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;ensleve@capital.rffdc.edu.ar;
251;ESC. 12 REPUBLICA DEL PARAGUAY;AGRELO 3231;JC;9571382;CIUDAD DE BS AS;1224;OFICIAL;CIUDAD DE BS AS;06;CIUDAD DE BS AS;pri12devi06@yahoo.com.ar;
252;DEL PARQUE;BOGOTA 123;M;958-6100/605;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;escuela_del_parque@ciudad.com.ar;
253;ALAS;LAVALLEJA 250;M;857-1428;CIUDAD DE BS AS;1414;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;colegioalas@ciudad.com.ar;
254;SARMIENTO;LAVALLEJA 180;M;855-4361;CIUDAD DE BS AS;1414;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;egb@ciudad.com.ar;
255;GUILLERMO RAWSON;EDUARDO ACEVEDO 6 / RIVADAVIA 4641;JC;901-1234;CIUDAD DE BS AS;1424;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;institutoguillermorawson@yahoo.com.ar;
256;MONSEÑOR DILLON;ALTE.F.J.SEGUI 863;M;581-4159;CIUDAD DE BS AS;1406;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;bibliodillon@hotmail.com;
257;REDEMPTRIX CAPTIVORUM;ESPINOSA 1220;T;581-1724;CIUDAD DE BS AS;1416;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;mercedariasbsas@arnet.com.ar/redemtrix@arnet.com.ar;
258;REGINA VIRGINUM ADORATRICES;LUIS VIALE 420;M;854-0417;CIUDAD DE BS AS;1414;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;adoratrices.edu@fibertel.com.ar;
259;DIVINO ROSTRO;ANGEL GALLARDO 500 Y LEOPOLDO MARECHAL;T;982-5277;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;;
260;BUENOS AIRES S.R.L;ACEVEDO 357;MT;854-3882;CIUDAD DE BS AS;1414;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;info@colegiobuenosaires.com.ar;
261;SANTA BRIGIDA;AVENIDA GAONA 2068;M;4581-1268;CIUDAD DE BS AS;1424;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;sb@santabrigida.esc.edu.ar;
262;SAN PEDRO NOLASCO;AV.GAONA 1734;MT;581-1968;CIUDAD DE BS AS;1416;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;institutonolasco@ciudad.com.ar;
263;DR. HERLZ;ACEVEDO NRO.276;M;855-4062;CIUDAD DE BS AS;1414;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;centro_iona@yahoo.com.ar;
264;FUNDACION SALOTTIANA (SUMMA);YERBAL 65;JC;901-7118;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;suma_sec@interserver.com.ar;
265;INTEGRAL CABALLITO;ARANGUREN 723 CAP FED;M;901-0843;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;colegiocaballitodir@fibertel.com.ar;
266;INTEGRAL MUNDO NUEVO;SERRANO 557;M;854-2019;CIUDAD DE BS AS;1414;PRIVADO;CIUDAD DE BS AS;09;CIUDAD DE BS AS;mundonuevo@uolsinectis.com.ar;
267;ORSINO ESBA;NICASIO OROÑO 942;M;4581-8001;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;;
268;SUDAMERICANO MODELO;RIO DE JANEIRO 663;M;982-4163;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;colegio_ism@speedy.com.ar;
269;ARGENTINO JAPONES;YATAY 261;M;9833310;CIUDAD DE BS AS;1184;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;secundario@nichiagakkuin.com,primaria@nichiagakuin.com;
270;DEL NUEVO SOL;DR ARAOZ ALFARO 373/5;M;904-0772;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;nuevosolprimaria@fibertel.com.ar;
272;TIERRA DE MELODIA;EDUARDO ACEVEDO 560;M;982-1565;CIUDAD DE BS AS;1405;PRIVADO;CIUDAD DE BS AS;07;CIUDAD DE BS AS;newlandcollege@fibertel.com.ar;
273;ESC. 01  TOMASA DE LA QUINTANA DE ESCALADA;CORRIENTES 5332;JC;854-1160;CIUDAD DE BS AS;1414;OFICIAL;CIUDAD DE BS AS;07;CIUDAD DE BS AS;tomasaquin5332@hotmail.com;
274;ESC. 05 JUAN B.PEÑA;MANUEL RICARDO TRELLES 948;JC;581-8556;CIUDAD DE BS AS;1406;OFICIAL;CIUDAD DE BS AS;07;CIUDAD DE BS AS;es_5_j_b_peña_de_7@tutopia;
275;ESC. 09 JAPON;SANCHEZ 1858;JC;581-3497;CIUDAD DE BS AS;1416;OFICIAL;CIUDAD DE BS AS;07;CIUDAD DE BS AS;escuela9de7@hotmail.com;
276;ESC. 11 IGNACIO GORRITI;NICASIO OROÑO 1431;JC;4581-9922;CIUDAD DE BS AS;1416;OFICIAL;CIUDAD DE BS AS;07;CIUDAD DE BS AS;pri11de07@buenosaires.edu.ar;
277;ESC. 12 FACUNDO ZUVIRIA;FRANKLIN 1836;JC;581-2783;CIUDAD DE BS AS;1416;OFICIAL;CIUDAD DE BS AS;07;CIUDAD DE BS AS;escuela12@hotmail.com;
